Planet,Mission,Mission Type,Rotation,Item,Droprate,Droprate Category
Europa,Valefor ,(Excavation),B,Meso B2 Relic,7.14,Rare
Europa,Valefor ,(Excavation),B,Meso S8 Relic,7.14,Rare
Europa,Valefor ,(Excavation),B,Meso T3 Relic,7.14,Rare
Europa,Valefor ,(Excavation),B,Meso D3 Relic,7.14,Rare
Europa,Valefor ,(Excavation),B,Meso R1 Relic,7.14,Rare
Europa,Valefor ,(Excavation),C,Neo S7 Relic,8.6,Rare
Europa,Valefor ,(Excavation),C,Neo M1 Relic,8.6,Rare
Europa,Valefor ,(Excavation),C,Cleanse Corpus,3.76,Rare
Europa,Valefor ,(Excavation),C,Pistol Ammo Mutation,3.76,Rare
Europa,Valefor ,(Excavation),C,Arrow Mutation,3.76,Rare
Europa,Valefor ,(Excavation),C,Rifle Ammo Mutation,3.76,Rare
Europa,Valefor ,(Excavation),C,Sniper Ammo Mutation,3.76,Rare
Europa,Valefor ,(Excavation),C,Shotgun Ammo Mutation,3.76,Rare
Europa,Valefor ,(Excavation),C,Neo H2 Relic,8.6,Rare
Europa,Valefor ,(Excavation),C,Neo L1 Relic,8.6,Rare
Europa,Valefor ,(Excavation),C,Neo N8 Relic,8.6,Rare
Europa,Valefor ,(Excavation),C,Neo K2 Relic,8.6,Rare
Europa,Valefor ,(Excavation),C,Neo G1 Relic,8.6,Rare
Europa,Valefor ,(Excavation),C,Neo A2 Relic,8.6,Rare
Europa,Ose ,(Interception),A,Vitality,9.09,Rare
Europa,Ose ,(Interception),A,Magazine Warp,9.09,Rare
Europa,Ose ,(Interception),A,Trick Mag,9.09,Rare
Europa,Ose ,(Interception),A,15 Endo,9.09,Rare
Europa,Ose ,(Interception),A,Meso T1 Relic,9.09,Rare
Europa,Ose ,(Interception),A,Meso Z1 Relic,9.09,Rare
Europa,Ose ,(Interception),A,Meso B2 Relic,9.09,Rare
Europa,Ose ,(Interception),A,Meso S8 Relic,9.09,Rare
Europa,Ose ,(Interception),A,Meso T3 Relic,9.09,Rare
Europa,Ose ,(Interception),A,Meso D3 Relic,9.09,Rare
Europa,Ose ,(Interception),A,Meso R1 Relic,9.09,Rare
Europa,Ose ,(Interception),B,Target Cracker,5.88,Rare
Europa,Ose ,(Interception),B,No Return,5.88,Rare
Europa,Ose ,(Interception),B,Serration,5.88,Rare
Europa,Ose ,(Interception),B,Hornet Strike,5.88,Rare
Europa,Ose ,(Interception),B,Reflex Coil,5.88,Rare
Europa,Ose ,(Interception),B,North Wind,5.88,Rare
Europa,Ose ,(Interception),B,Hell's Chamber,5.88,Rare
Europa,Ose ,(Interception),B,Neo S7 Relic,5.88,Rare
Europa,Ose ,(Interception),B,Neo M1 Relic,5.88,Rare
Europa,Ose ,(Interception),B,50 Endo,5.88,Rare
Europa,Ose ,(Interception),B,Neo L1 Relic,5.88,Rare
Europa,Ose ,(Interception),B,Neo N8 Relic,5.88,Rare
Europa,Ose ,(Interception),B,Neo B5 Relic,5.88,Rare
Europa,Ose ,(Interception),B,Neo K2 Relic,5.88,Rare
Europa,Ose ,(Interception),B,Neo G1 Relic,5.88,Rare
Europa,Ose ,(Interception),B,Neo A2 Relic,5.88,Rare
Europa,Ose ,(Interception),B,Neo H2 Relic,5.88,Rare
Europa,Ose ,(Interception),C,Neo S7 Relic,11.11,Uncommon
Europa,Ose ,(Interception),C,Neo M1 Relic,11.11,Uncommon
Europa,Ose ,(Interception),C,Neo L1 Relic,11.11,Uncommon
Europa,Ose ,(Interception),C,Neo N8 Relic,11.11,Uncommon
Europa,Ose ,(Interception),C,Neo B5 Relic,11.11,Uncommon
Europa,Ose ,(Interception),C,Neo K2 Relic,11.11,Uncommon
Europa,Ose ,(Interception),C,Neo G1 Relic,11.11,Uncommon
Europa,Ose ,(Interception),C,Neo A2 Relic,11.11,Uncommon
Europa,Ose ,(Interception),C,Neo H2 Relic,11.11,Uncommon
Europa,Valac ,(Spy),A,Vitality,9.09,Rare
Europa,Valac ,(Spy),A,Magazine Warp,9.09,Rare
Europa,Valac ,(Spy),A,Trick Mag,9.09,Rare
Europa,Valac ,(Spy),A,Pressure Point,9.09,Rare
Europa,Valac ,(Spy),A,Ammo Drum,9.09,Rare
Europa,Valac ,(Spy),A,Fast Hands,9.09,Rare
Europa,Valac ,(Spy),A,Point Strike,9.09,Rare
Europa,Valac ,(Spy),A,Piercing Hit,9.09,Rare
Europa,Valac ,(Spy),A,Pistol Gambit,9.09,Rare
Europa,Valac ,(Spy),A,Blunderbuss,9.09,Rare
Europa,Valac ,(Spy),A,15 Endo,9.09,Rare
Europa,Valac ,(Spy),B,Speed Trigger,5.56,Rare
Europa,Valac ,(Spy),B,Fast Deflection,5.56,Rare
Europa,Valac ,(Spy),B,Rush,5.56,Rare
Europa,Valac ,(Spy),B,Target Cracker,5.56,Rare
Europa,Valac ,(Spy),B,No Return,5.56,Rare
Europa,Valac ,(Spy),B,Serration,5.56,Rare
Europa,Valac ,(Spy),B,Hornet Strike,5.56,Rare
Europa,Valac ,(Spy),B,Reflex Coil,5.56,Rare
Europa,Valac ,(Spy),B,Deep Freeze,5.56,Rare
Europa,Valac ,(Spy),B,North Wind,5.56,Rare
Europa,Valac ,(Spy),B,Cryo Rounds,5.56,Rare
Europa,Valac ,(Spy),B,Hell's Chamber,5.56,Rare
Europa,Valac ,(Spy),B,Streamline,5.56,Rare
Europa,Valac ,(Spy),B,Shocking Touch,5.56,Rare
Europa,Valac ,(Spy),B,Stormbringer,5.56,Rare
Europa,Valac ,(Spy),B,Point Blank,5.56,Rare
Europa,Valac ,(Spy),B,Fury,5.56,Rare
Europa,Valac ,(Spy),B,50 Endo,5.56,Rare
Europa,Valac ,(Spy),C,Metal Auger,5.64,Rare
Europa,Valac ,(Spy),C,Rime Rounds,5.64,Rare
Europa,Valac ,(Spy),C,Scattering Inferno,5.64,Rare
Europa,Valac ,(Spy),C,80 Endo,9.68,Rare
Europa,Valac ,(Spy),C,Ivara Chassis Blueprint,5.64,Rare
Europa,Valac ,(Spy),C,Meso T1 Relic,9.68,Rare
Europa,Valac ,(Spy),C,Meso Z1 Relic,9.68,Rare
Europa,Valac ,(Spy),C,Meso B2 Relic,9.68,Rare
Europa,Valac ,(Spy),C,Meso S8 Relic,9.68,Rare
Europa,Valac ,(Spy),C,Meso T3 Relic,9.68,Rare
Europa,Valac ,(Spy),C,Meso D3 Relic,9.68,Rare
Europa,Valac ,(Spy),C,Meso R1 Relic,9.68,Rare
Europa,Valac ,(Spy),A,Vapor Specter Blueprint,100,Very Common
Europa,Valac ,(Spy),B,Phase Specter Blueprint,100,Very Common
Europa,Valac ,(Spy),C,Force Specter Blueprint,100,Very Common
Europa,Paimon ,(Defense),A,15 Endo,12.5,Uncommon
Europa,Paimon ,(Defense),A,Meso T1 Relic,12.5,Uncommon
Europa,Paimon ,(Defense),A,Meso Z1 Relic,12.5,Uncommon
Europa,Paimon ,(Defense),A,Meso B2 Relic,12.5,Uncommon
Europa,Paimon ,(Defense),A,Meso S8 Relic,12.5,Uncommon
Europa,Paimon ,(Defense),A,Meso T3 Relic,12.5,Uncommon
Europa,Paimon ,(Defense),A,Meso D3 Relic,12.5,Uncommon
Europa,Paimon ,(Defense),A,Meso R1 Relic,12.5,Uncommon
Europa,Paimon ,(Defense),B,Neo S7 Relic,5.56,Rare
Europa,Paimon ,(Defense),B,Neo M1 Relic,5.56,Rare
Europa,Paimon ,(Defense),B,Reflex Coil,5.56,Rare
Europa,Paimon ,(Defense),B,Deep Freeze,5.56,Rare
Europa,Paimon ,(Defense),B,North Wind,5.56,Rare
Europa,Paimon ,(Defense),B,Cryo Rounds,5.56,Rare
Europa,Paimon ,(Defense),B,Hell's Chamber,5.56,Rare
Europa,Paimon ,(Defense),B,Stormbringer,5.56,Rare
Europa,Paimon ,(Defense),B,Point Blank,5.56,Rare
Europa,Paimon ,(Defense),B,Fury,5.56,Rare
Europa,Paimon ,(Defense),B,50 Endo,5.56,Rare
Europa,Paimon ,(Defense),B,Neo L1 Relic,5.56,Rare
Europa,Paimon ,(Defense),B,Neo N8 Relic,5.56,Rare
Europa,Paimon ,(Defense),B,Neo B5 Relic,5.56,Rare
Europa,Paimon ,(Defense),B,Neo K2 Relic,5.56,Rare
Europa,Paimon ,(Defense),B,Neo G1 Relic,5.56,Rare
Europa,Paimon ,(Defense),B,Neo A2 Relic,5.56,Rare
Europa,Paimon ,(Defense),B,Neo H2 Relic,5.56,Rare
Europa,Paimon ,(Defense),C,Vital Sense,4.51,Rare
Europa,Paimon ,(Defense),C,Metal Auger,4.51,Rare
Europa,Paimon ,(Defense),C,Ravage,4.51,Rare
Europa,Paimon ,(Defense),C,Stretch,4.51,Rare
Europa,Paimon ,(Defense),C,80 Endo,4.51,Rare
Europa,Paimon ,(Defense),C,Neo S7 Relic,8.6,Rare
Europa,Paimon ,(Defense),C,Neo M1 Relic,8.6,Rare
Europa,Paimon ,(Defense),C,Neo L1 Relic,8.6,Rare
Europa,Paimon ,(Defense),C,Neo N8 Relic,8.6,Rare
Europa,Paimon ,(Defense),C,Neo B5 Relic,8.6,Rare
Europa,Paimon ,(Defense),C,Neo K2 Relic,8.6,Rare
Europa,Paimon ,(Defense),C,Neo G1 Relic,8.6,Rare
Europa,Paimon ,(Defense),C,Neo A2 Relic,8.6,Rare
Europa,Paimon ,(Defense),C,Neo H2 Relic,8.6,Rare
Europa,Orias ,(Rescue),A,Vapor Specter Blueprint,100,Very Common
Europa,Orias ,(Rescue),B,Phase Specter Blueprint,100,Very Common
Europa,Orias ,(Rescue),C,Force Specter Blueprint,100,Very Common
Europa,Orias ,(Rescue),A,1500 Credits Cache,16.67,Uncommon
Europa,Orias ,(Rescue),A,2000 Credits Cache,16.67,Uncommon
Europa,Orias ,(Rescue),A,2500 Credits Cache,16.67,Uncommon
Europa,Orias ,(Rescue),A,15 Endo,16.67,Uncommon
Europa,Orias ,(Rescue),A,50 Endo,16.67,Uncommon
Europa,Orias ,(Rescue),A,80 Endo,16.67,Uncommon
Europa,Orias ,(Rescue),B,Provoked,7.14,Rare
Europa,Orias ,(Rescue),B,Steel Fiber,7.14,Rare
Europa,Orias ,(Rescue),B,Serration,7.14,Rare
Europa,Orias ,(Rescue),B,Hornet Strike,7.14,Rare
Europa,Orias ,(Rescue),B,Fast Deflection,7.14,Rare
Europa,Orias ,(Rescue),B,Charged Shell,7.14,Rare
Europa,Orias ,(Rescue),B,Vital Sense,7.14,Rare
Europa,Orias ,(Rescue),B,Meso T1 Relic,7.14,Rare
Europa,Orias ,(Rescue),B,Meso Z1 Relic,7.14,Rare
Europa,Orias ,(Rescue),B,Meso B2 Relic,7.14,Rare
Europa,Orias ,(Rescue),B,Meso S8 Relic,7.14,Rare
Europa,Orias ,(Rescue),B,Meso T3 Relic,7.14,Rare
Europa,Orias ,(Rescue),B,Meso D3 Relic,7.14,Rare
Europa,Orias ,(Rescue),B,Meso R1 Relic,7.14,Rare
Europa,Orias ,(Rescue),C,Neo S7 Relic,8.6,Rare
Europa,Orias ,(Rescue),C,Neo M1 Relic,8.6,Rare
Europa,Orias ,(Rescue),C,Neo L1 Relic,8.6,Rare
Europa,Orias ,(Rescue),C,Neo N8 Relic,8.6,Rare
Europa,Orias ,(Rescue),C,Cleanse Corpus,3.76,Rare
Europa,Orias ,(Rescue),C,Pistol Ammo Mutation,3.76,Rare
Europa,Orias ,(Rescue),C,Arrow Mutation,3.76,Rare
Europa,Orias ,(Rescue),C,Rifle Ammo Mutation,3.76,Rare
Europa,Orias ,(Rescue),C,Sniper Ammo Mutation,3.76,Rare
Europa,Orias ,(Rescue),C,Shotgun Ammo Mutation,3.76,Rare
Europa,Orias ,(Rescue),C,Neo B5 Relic,8.6,Rare
Europa,Orias ,(Rescue),C,Neo K2 Relic,8.6,Rare
Europa,Orias ,(Rescue),C,Neo G1 Relic,8.6,Rare
Europa,Orias ,(Rescue),C,Neo A2 Relic,8.6,Rare
Europa,Orias ,(Rescue),C,Neo H2 Relic,8.6,Rare
Europa,Larzac ,(Defense),A,Vitality,6.9,Rare
Europa,Larzac ,(Defense),A,Fast Deflection,6.9,Rare
Europa,Larzac ,(Defense),A,Rush,7.37,Rare
Europa,Larzac ,(Defense),A,Magazine Warp,6.9,Rare
Europa,Larzac ,(Defense),A,Trick Mag,6.9,Rare
Europa,Larzac ,(Defense),A,Pressure Point,1.01,Ultra Rare
Europa,Larzac ,(Defense),A,Ammo Drum,7.37,Rare
Europa,Larzac ,(Defense),A,Fast Hands,7.37,Rare
Europa,Larzac ,(Defense),A,True Punishment,1.01,Ultra Rare
Europa,Larzac ,(Defense),A,Lith H2 Relic,6.9,Rare
Europa,Larzac ,(Defense),A,Lith P1 Relic,6.9,Rare
Europa,Larzac ,(Defense),A,Lith O1 Relic,6.9,Rare
Europa,Larzac ,(Defense),A,Lith Z2 Relic,6.9,Rare
Europa,Larzac ,(Defense),A,Lith C3 Relic,6.9,Rare
Europa,Larzac ,(Defense),A,Lith B5 Relic,6.9,Rare
Europa,Larzac ,(Defense),B,Speed Trigger,8.43,Rare
Europa,Larzac ,(Defense),B,Fast Hands,1.58,Ultra Rare
Europa,Larzac ,(Defense),B,Point Strike,8.43,Rare
Europa,Larzac ,(Defense),B,Vital Sense,8.43,Rare
Europa,Larzac ,(Defense),B,Piercing Hit,1.58,Ultra Rare
Europa,Larzac ,(Defense),B,Metal Auger,1.58,Ultra Rare
Europa,Larzac ,(Defense),B,Pistol Gambit,8.43,Rare
Europa,Larzac ,(Defense),B,Target Cracker,8.43,Rare
Europa,Larzac ,(Defense),B,No Return,8.43,Rare
Europa,Larzac ,(Defense),B,Ravage,8.43,Rare
Europa,Larzac ,(Defense),B,Blunderbuss,8.43,Rare
Europa,Larzac ,(Defense),B,Point Blank,1.58,Ultra Rare
Europa,Larzac ,(Defense),B,Serration,1.58,Ultra Rare
Europa,Larzac ,(Defense),B,Hornet Strike,1.58,Ultra Rare
Europa,Larzac ,(Defense),B,Fury,0.67,Legendary
Europa,Larzac ,(Defense),B,Reflex Coil,1.58,Ultra Rare
Europa,Larzac ,(Defense),B,Pressure Point,8.43,Rare
Europa,Larzac ,(Defense),B,True Punishment,0.67,Legendary
Europa,Larzac ,(Defense),B,Quickening,0.67,Legendary
Europa,Larzac ,(Defense),B,Meso T1 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),B,Meso Z1 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),B,Meso B2 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),B,Meso S8 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),B,Meso T3 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),B,Meso D3 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),B,Meso R1 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,Hellfire,7.59,Rare
Europa,Larzac ,(Defense),C,Heated Charge,7.59,Rare
Europa,Larzac ,(Defense),C,Molten Impact,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,Barrel Diffusion,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,Streamline,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,Intensify,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,Neo S7 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,Thunderbolt,0.4,Legendary
Europa,Larzac ,(Defense),C,50 Endo,7.59,Rare
Europa,Larzac ,(Defense),C,80 Endo,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,Neo M1 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,True Punishment,0.4,Legendary
Europa,Larzac ,(Defense),C,Quickening,0.4,Legendary
Europa,Larzac ,(Defense),C,Enduring Strike,0.4,Legendary
Europa,Larzac ,(Defense),C,Life Strike,0.4,Legendary
Europa,Larzac ,(Defense),C,Meso T1 Relic,7.59,Rare
Europa,Larzac ,(Defense),C,Meso Z1 Relic,7.59,Rare
Europa,Larzac ,(Defense),C,Meso B2 Relic,7.59,Rare
Europa,Larzac ,(Defense),C,Neo L1 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,Neo N8 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,Neo B5 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,Meso S8 Relic,7.59,Rare
Europa,Larzac ,(Defense),C,Meso T3 Relic,7.59,Rare
Europa,Larzac ,(Defense),C,Meso D3 Relic,7.59,Rare
Europa,Larzac ,(Defense),C,Meso R1 Relic,7.59,Rare
Europa,Larzac ,(Defense),C,Neo K2 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,Neo G1 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,Neo A2 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,Neo H2 Relic,1.58,Ultra Rare
Europa,Larzac ,(Defense),C,Vitality,10.84,Uncommon
Europa,Larzac ,(Defense),C,Fast Deflection,10.84,Uncommon
Europa,Larzac ,(Defense),C,Rush,11.06,Uncommon
Europa,Larzac ,(Defense),C,Magazine Warp,10.84,Uncommon
Europa,Larzac ,(Defense),C,Trick Mag,10.84,Uncommon
Europa,Larzac ,(Defense),C,Pressure Point,0.34,Legendary
Europa,Larzac ,(Defense),C,Ammo Drum,11.06,Uncommon
Europa,Larzac ,(Defense),C,Fast Hands,10.84,Uncommon
Europa,Larzac ,(Defense),C,Quickdraw,10.84,Uncommon
Europa,Larzac ,(Defense),C,Health Restore (Large),10.84,Uncommon
Europa,Larzac ,(Defense),C,Omni Ammo Box,0.34,Legendary
Europa,Larzac ,(Defense),C,North Wind,0.34,Legendary
Europa,Larzac ,(Defense),C,Shocking Touch,0.34,Legendary
Europa,Larzac ,(Defense),C,Molten Impact,0.34,Legendary
Europa,Larzac ,(Defense),C,Stretch,0.34,Legendary
Europa,Larzac ,(Defense),A,2000 Credits Cache,25,Uncommon
Europa,Larzac ,(Defense),A,2500 Credits Cache,25,Uncommon
Europa,Larzac ,(Defense),A,3000 Credits Cache,25,Uncommon
Europa,Larzac ,(Defense),A,400 Endo,25,Uncommon
Europa,Larzac ,(Defense),B,Neo S7 Relic,5.88,Rare
Europa,Larzac ,(Defense),B,Neo M1 Relic,5.88,Rare
Europa,Larzac ,(Defense),B,Neo L1 Relic,5.88,Rare
Europa,Larzac ,(Defense),B,Neo N8 Relic,5.88,Rare
Europa,Larzac ,(Defense),B,Steel Fiber,5.88,Rare
Europa,Larzac ,(Defense),B,Stretch,5.88,Rare
Europa,Larzac ,(Defense),B,Serration,5.88,Rare
Europa,Larzac ,(Defense),B,Hell's Chamber,5.88,Rare
Europa,Larzac ,(Defense),B,Hornet Strike,5.88,Rare
Europa,Larzac ,(Defense),B,Flow,5.88,Rare
Europa,Larzac ,(Defense),B,Split Chamber,5.88,Rare
Europa,Larzac ,(Defense),B,Stabilizer,5.88,Rare
Europa,Larzac ,(Defense),B,Neo H2 Relic,5.88,Rare
Europa,Larzac ,(Defense),B,Neo B5 Relic,5.88,Rare
Europa,Larzac ,(Defense),B,Neo K2 Relic,5.88,Rare
Europa,Larzac ,(Defense),B,Neo G1 Relic,5.88,Rare
Europa,Larzac ,(Defense),B,Neo A2 Relic,5.88,Rare
Europa,Larzac ,(Defense),C,Axi E2 Relic,12.91,Uncommon
Europa,Larzac ,(Defense),C,Cleanse Infested,3.76,Rare
Europa,Larzac ,(Defense),C,Pistol Ammo Mutation,3.76,Rare
Europa,Larzac ,(Defense),C,Arrow Mutation,3.76,Rare
Europa,Larzac ,(Defense),C,Rifle Ammo Mutation,3.76,Rare
Europa,Larzac ,(Defense),C,Sniper Ammo Mutation,3.76,Rare
Europa,Larzac ,(Defense),C,Shotgun Ammo Mutation,3.76,Rare
Europa,Larzac ,(Defense),C,Axi L2 Relic,12.91,Uncommon
Europa,Larzac ,(Defense),C,Axi A4 Relic,12.91,Uncommon
Europa,Larzac ,(Defense),C,Axi C3 Relic,12.91,Uncommon
Europa,Larzac ,(Defense),C,Axi K4 Relic,12.91,Uncommon
Europa,Larzac ,(Defense),C,Axi O4 Relic,12.91,Uncommon
Europa,Cholistan ,(Excavation),A,2000 Credits Cache,25,Uncommon
Europa,Cholistan ,(Excavation),A,2500 Credits Cache,25,Uncommon
Europa,Cholistan ,(Excavation),A,3000 Credits Cache,25,Uncommon
Europa,Cholistan ,(Excavation),A,400 Endo,25,Uncommon
Europa,Cholistan ,(Excavation),B,Neo S7 Relic,5.88,Rare
Europa,Cholistan ,(Excavation),B,Neo M1 Relic,5.88,Rare
Europa,Cholistan ,(Excavation),B,Neo L1 Relic,5.88,Rare
Europa,Cholistan ,(Excavation),B,Neo N8 Relic,5.88,Rare
Europa,Cholistan ,(Excavation),B,Steel Fiber,5.88,Rare
Europa,Cholistan ,(Excavation),B,Stretch,5.88,Rare
Europa,Cholistan ,(Excavation),B,Serration,5.88,Rare
Europa,Cholistan ,(Excavation),B,Hell's Chamber,5.88,Rare
Europa,Cholistan ,(Excavation),B,Hornet Strike,5.88,Rare
Europa,Cholistan ,(Excavation),B,Flow,5.88,Rare
Europa,Cholistan ,(Excavation),B,Split Chamber,5.88,Rare
Europa,Cholistan ,(Excavation),B,Stabilizer,5.88,Rare
Europa,Cholistan ,(Excavation),B,Neo H2 Relic,5.88,Rare
Europa,Cholistan ,(Excavation),B,Neo B5 Relic,5.88,Rare
Europa,Cholistan ,(Excavation),B,Neo K2 Relic,5.88,Rare
Europa,Cholistan ,(Excavation),B,Neo G1 Relic,5.88,Rare
Europa,Cholistan ,(Excavation),B,Neo A2 Relic,5.88,Rare
Europa,Cholistan ,(Excavation),C,Axi E2 Relic,12.91,Uncommon
Europa,Cholistan ,(Excavation),C,Cleanse Infested,3.76,Rare
Europa,Cholistan ,(Excavation),C,Pistol Ammo Mutation,3.76,Rare
Europa,Cholistan ,(Excavation),C,Arrow Mutation,3.76,Rare
Europa,Cholistan ,(Excavation),C,Rifle Ammo Mutation,3.76,Rare
Europa,Cholistan ,(Excavation),C,Sniper Ammo Mutation,3.76,Rare
Europa,Cholistan ,(Excavation),C,Shotgun Ammo Mutation,3.76,Rare
Europa,Cholistan ,(Excavation),C,Axi L2 Relic,12.91,Uncommon
Europa,Cholistan ,(Excavation),C,Axi A4 Relic,12.91,Uncommon
Europa,Cholistan ,(Excavation),C,Axi C3 Relic,12.91,Uncommon
Europa,Cholistan ,(Excavation),C,Axi K4 Relic,12.91,Uncommon
Europa,Cholistan ,(Excavation),C,Axi O4 Relic,12.91,Uncommon
Europa,Cholistan ,(Excavation),C,Vitality,10.84,Uncommon
Europa,Cholistan ,(Excavation),C,Fast Deflection,10.84,Uncommon
Europa,Cholistan ,(Excavation),C,Rush,11.06,Uncommon
Europa,Cholistan ,(Excavation),C,Magazine Warp,10.84,Uncommon
Europa,Cholistan ,(Excavation),C,Trick Mag,10.84,Uncommon
Europa,Cholistan ,(Excavation),C,Pressure Point,0.34,Legendary
Europa,Cholistan ,(Excavation),C,Ammo Drum,11.06,Uncommon
Europa,Cholistan ,(Excavation),C,Fast Hands,10.84,Uncommon
Europa,Cholistan ,(Excavation),C,Quickdraw,10.84,Uncommon
Europa,Cholistan ,(Excavation),C,Health Restore (Large),10.84,Uncommon
Europa,Cholistan ,(Excavation),C,Omni Ammo Box,0.34,Legendary
Europa,Cholistan ,(Excavation),C,North Wind,0.34,Legendary
Europa,Cholistan ,(Excavation),C,Shocking Touch,0.34,Legendary
Europa,Cholistan ,(Excavation),C,Molten Impact,0.34,Legendary
Europa,Cholistan ,(Excavation),C,Stretch,0.34,Legendary
Void,Hepit ,(Capture),,Vitality,10.84,Uncommon
Void,Hepit ,(Capture),,Fast Deflection,10.84,Uncommon
Void,Hepit ,(Capture),,Rush,11.06,Uncommon
Void,Hepit ,(Capture),,Magazine Warp,10.84,Uncommon
Void,Hepit ,(Capture),,Trick Mag,10.84,Uncommon
Void,Hepit ,(Capture),,Pressure Point,0.34,Legendary
Void,Hepit ,(Capture),,Ammo Drum,11.06,Uncommon
Void,Hepit ,(Capture),,Fast Hands,10.84,Uncommon
Void,Hepit ,(Capture),,Quickdraw,10.84,Uncommon
Void,Hepit ,(Capture),,Health Restore (Large),10.84,Uncommon
Void,Hepit ,(Capture),,Omni Ammo Box,0.34,Legendary
Void,Hepit ,(Capture),,North Wind,0.34,Legendary
Void,Hepit ,(Capture),,Shocking Touch,0.34,Legendary
Void,Hepit ,(Capture),,Molten Impact,0.34,Legendary
Void,Hepit ,(Capture),,Stretch,0.34,Legendary
Void,Taranis ,(Defense),A,Synthula,9.09,Rare
Void,Taranis ,(Defense),A,Magazine Warp,9.09,Rare
Void,Taranis ,(Defense),A,Trick Mag,9.09,Rare
Void,Taranis ,(Defense),A,Pressure Point,9.09,Rare
Void,Taranis ,(Defense),A,Ammo Drum,9.09,Rare
Void,Taranis ,(Defense),A,Lith H2 Relic,9.09,Rare
Void,Taranis ,(Defense),A,Lith P1 Relic,9.09,Rare
Void,Taranis ,(Defense),A,Lith O1 Relic,9.09,Rare
Void,Taranis ,(Defense),A,Lith Z2 Relic,9.09,Rare
Void,Taranis ,(Defense),A,Lith C3 Relic,9.09,Rare
Void,Taranis ,(Defense),A,Lith B5 Relic,9.09,Rare
Void,Taranis ,(Defense),B,Reflex Coil,8.33,Rare
Void,Taranis ,(Defense),B,Cryo Rounds,8.33,Rare
Void,Taranis ,(Defense),B,Hell's Chamber,8.33,Rare
Void,Taranis ,(Defense),B,Shocking Touch,8.33,Rare
Void,Taranis ,(Defense),B,50 Endo,8.33,Rare
Void,Taranis ,(Defense),B,Meso T1 Relic,8.33,Rare
Void,Taranis ,(Defense),B,Meso R1 Relic,8.33,Rare
Void,Taranis ,(Defense),B,Meso Z1 Relic,8.33,Rare
Void,Taranis ,(Defense),B,Meso B2 Relic,8.33,Rare
Void,Taranis ,(Defense),B,Meso S8 Relic,8.33,Rare
Void,Taranis ,(Defense),B,Meso T3 Relic,8.33,Rare
Void,Taranis ,(Defense),B,Meso D3 Relic,8.33,Rare
Void,Taranis ,(Defense),C,Metal Auger,8.33,Rare
Void,Taranis ,(Defense),C,Ravage,8.33,Rare
Void,Taranis ,(Defense),C,Continuity,8.33,Rare
Void,Taranis ,(Defense),C,Master Thief,8.33,Rare
Void,Taranis ,(Defense),C,80 Endo,8.33,Rare
Void,Taranis ,(Defense),C,Meso T1 Relic,8.33,Rare
Void,Taranis ,(Defense),C,Meso Z1 Relic,8.33,Rare
Void,Taranis ,(Defense),C,Meso B2 Relic,8.33,Rare
Void,Taranis ,(Defense),C,Meso S8 Relic,8.33,Rare
Void,Taranis ,(Defense),C,Meso T3 Relic,8.33,Rare
Void,Taranis ,(Defense),C,Meso D3 Relic,8.33,Rare
Void,Taranis ,(Defense),C,Meso R1 Relic,8.33,Rare
Void,Stribog ,(Caches),A,3000 Credits Cache,33.33,Common
Void,Stribog ,(Caches),A,4000 Credits Cache,33.33,Common
Void,Stribog ,(Caches),A,5000 Credits Cache,33.33,Common
Void,Stribog ,(Caches),B,15 Endo,12.65,Uncommon
Void,Stribog ,(Caches),B,50 Endo,12.65,Uncommon
Void,Stribog ,(Caches),B,80 Endo,12.65,Uncommon
Void,Stribog ,(Caches),B,240 Endo,11.06,Uncommon
Void,Stribog ,(Caches),B,400 Endo,11.06,Uncommon
Void,Stribog ,(Caches),B,640 Endo,2.01,Rare
Void,Stribog ,(Caches),B,400X Circuits,12.65,Uncommon
Void,Stribog ,(Caches),B,400X Rubedo,12.65,Uncommon
Void,Stribog ,(Caches),B,300X Plastids,12.65,Uncommon
Void,Stribog ,(Caches),C,80 Endo,18.88,Uncommon
Void,Stribog ,(Caches),C,150 Endo,18.88,Uncommon
Void,Stribog ,(Caches),C,Neurodes,18.88,Uncommon
